"id","imei","commandId","timestamp","latitude","longitude","recordIndex","timestampExtension","recordExtension","priority","altitude","angle","satellites","speed","hdop","eventId","punto","ioElements","processedAt","createdAt","updatedAt"
227,"868018070237402",68,"2025-06-25 03:30:50+00","-16.4102716","-71.5309033",0,0,0,0,"2350.4","264.5",12,0,"0.8",7,"0101000020E6100000AAB5D551FAE151C0447A408F076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:31:14.05+00","2025-06-25 03:31:14.051+00","2025-06-25 03:31:14.051+00"
228,"868018070237402",68,"2025-06-25 03:30:53+00","-16.4102650","-71.5308900",1,0,0,0,"2351.9","13.6",13,5,"0.8",9,"0101000020E610000080F10C1AFAE151C085B18520076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:31:14.08+00","2025-06-25 03:31:14.08+00","2025-06-25 03:31:14.08+00"
229,"868018070237402",68,"2025-06-25 03:31:53+00","-16.4102700","-71.5308983",0,0,0,0,"2351.0","147.3",19,0,"0.7",7,"0101000020E61000002100DD3CFAE151C0A9876874076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:32:18.656+00","2025-06-25 03:32:18.657+00","2025-06-25 03:32:18.657+00"
230,"868018070237402",68,"2025-06-25 03:32:53+00","-16.4102900","-71.5309433",0,0,0,0,"2358.3","45.3",21,0,"0.8",7,"0101000020E6100000F1619BF9FAE151C037E0F3C3086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:33:21.588+00","2025-06-25 03:33:21.588+00","2025-06-25 03:33:21.588+00"
231,"868018070237402",68,"2025-06-25 03:33:53+00","-16.4102883","-71.5309066",0,0,0,0,"2354.2","268.5",18,0,"0.8",7,"0101000020E6100000C10EAD5FFAE151C0736E6EA7086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:34:24.668+00","2025-06-25 03:34:24.668+00","2025-06-25 03:34:24.668+00"
232,"868018070237402",68,"2025-06-25 03:34:53+00","-16.4103066","-71.5309300",0,0,0,0,"2347.8","187.3",17,0,"0.7",7,"0101000020E6100000C79DD2C1FAE151C03C5574DA096930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:35:28.192+00","2025-06-25 03:35:28.192+00","2025-06-25 03:35:28.192+00"
233,"868018070237402",68,"2025-06-25 03:35:53+00","-16.4102750","-71.5308600",0,0,0,0,"2351.1","79.7",19,0,"0.7",7,"0101000020E61000004BB0389CF9E151C0CC5D4BC8076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:36:31.308+00","2025-06-25 03:36:31.308+00","2025-06-25 03:36:31.308+00"
234,"868018070237402",68,"2025-06-25 03:36:53+00","-16.4102750","-71.5308616",0,0,0,0,"2355.2","11.9",19,0,"0.6",7,"0101000020E6100000F1ACEEA2F9E151C0CC5D4BC8076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:37:34.916+00","2025-06-25 03:37:34.917+00","2025-06-25 03:37:34.917+00"
235,"868018070237402",68,"2025-06-25 03:37:53+00","-16.4102650","-71.5308833",0,0,0,0,"2351.6","286.1",21,0,"0.5",7,"0101000020E610000086DFF2FDF9E151C085B18520076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:38:38.056+00","2025-06-25 03:38:38.056+00","2025-06-25 03:38:38.056+00"
236,"868018070237402",68,"2025-06-25 03:38:53+00","-16.4102583","-71.5308650",0,0,0,0,"2348.6","112.0",22,0,"0.6",7,"0101000020E6100000D46531B1F9E151C09D691DB0066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:39:41.567+00","2025-06-25 03:39:41.567+00","2025-06-25 03:39:41.567+00"
237,"868018070237402",68,"2025-06-25 03:39:53+00","-16.4102850","-71.5308833",0,0,0,0,"2347.5","298.9",23,0,"0.5",7,"0101000020E610000086DFF2FDF9E151C0130A1170086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:40:44.746+00","2025-06-25 03:40:44.746+00","2025-06-25 03:40:44.746+00"
238,"868018070237402",68,"2025-06-25 03:40:53+00","-16.4102466","-71.5308650",0,0,0,0,"2347.5","144.5",25,0,"0.5",7,"0101000020E6100000D46531B1F9E151C0924BD2EB056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:41:48.216+00","2025-06-25 03:41:48.216+00","2025-06-25 03:41:48.216+00"
239,"868018070237402",68,"2025-06-25 03:41:53+00","-16.4102333","-71.5309000",0,0,0,0,"2345.6","225.4",25,0,"0.5",7,"0101000020E6100000925CFE43FAE151C0EC3AAF0C056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:41:54.336+00","2025-06-25 03:41:54.336+00","2025-06-25 03:41:54.336+00"
240,"868018070237402",68,"2025-06-25 03:42:53+00","-16.4102450","-71.5308866",0,0,0,0,"2346.2","285.9",23,0,"0.5",7,"0101000020E61000009E38CA0BFAE151C0F758FAD0056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:43:54.289+00","2025-06-25 03:43:54.289+00","2025-06-25 03:43:54.289+00"
241,"868018070237402",68,"2025-06-25 03:43:53+00","-16.4102583","-71.5309083",1,0,0,0,"2344.0","340.9",22,0,"0.6",7,"0101000020E6100000326BCE66FAE151C09D691DB0066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:43:54.319+00","2025-06-25 03:43:54.319+00","2025-06-25 03:43:54.319+00"
242,"868018070237402",68,"2025-06-25 03:44:53+00","-16.4102533","-71.5308933",0,0,0,0,"2343.3","154.5",24,0,"0.6",7,"0101000020E6100000984AE427FAE151C07A933A5C066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:44:57.802+00","2025-06-25 03:44:57.802+00","2025-06-25 03:44:57.802+00"
243,"868018070237402",68,"2025-06-25 03:45:53+00","-16.4102350","-71.5309016",0,0,0,0,"2343.2","243.6",27,0,"0.4",7,"0101000020E61000003959B44AFAE151C0B0AC3429056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:46:01.067+00","2025-06-25 03:46:01.067+00","2025-06-25 03:46:01.067+00"
244,"868018070237402",68,"2025-06-25 03:46:53+00","-16.4102400","-71.5309000",0,0,0,0,"2344.8","166.2",27,0,"0.5",7,"0101000020E6100000925CFE43FAE151C0D482177D056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:47:04.583+00","2025-06-25 03:47:04.583+00","2025-06-25 03:47:04.583+00"
245,"868018070237402",68,"2025-06-25 03:47:53+00","-16.4102466","-71.5308933",0,0,0,0,"2346.6","254.8",27,0,"0.5",7,"0101000020E6100000984AE427FAE151C0924BD2EB056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:48:07.711+00","2025-06-25 03:48:07.711+00","2025-06-25 03:48:07.711+00"
246,"868018070237402",68,"2025-06-25 03:48:53+00","-16.4102450","-71.5308950",0,0,0,0,"2346.2","288.7",24,0,"0.6",7,"0101000020E610000009A7052FFAE151C0F758FAD0056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:49:11.226+00","2025-06-25 03:49:11.226+00","2025-06-25 03:49:11.226+00"
247,"868018070237402",68,"2025-06-25 03:49:53+00","-16.4102733","-71.5308766",0,0,0,0,"2347.3","268.6",28,0,"0.5",7,"0101000020E61000008CCDD8E1F9E151C008ECC5AB076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:50:14.367+00","2025-06-25 03:50:14.367+00","2025-06-25 03:50:14.367+00"
248,"868018070237402",68,"2025-06-25 03:50:53+00","-16.4102750","-71.5309050",0,0,0,0,"2349.7","246.1",26,0,"0.5",7,"0101000020E61000001B12F758FAE151C0CC5D4BC8076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:51:19.633+00","2025-06-25 03:51:19.633+00","2025-06-25 03:51:19.633+00"
249,"868018070237402",68,"2025-06-25 03:51:53+00","-16.4102600","-71.5309233",0,0,0,0,"2347.3","158.6",25,0,"0.5",7,"0101000020E6100000CD8BB8A5FAE151C062DBA2CC066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:52:22.766+00","2025-06-25 03:52:22.766+00","2025-06-25 03:52:22.766+00"
250,"868018070237402",68,"2025-06-25 03:52:53+00","-16.4102566","-71.5309166",0,0,0,0,"2347.3","180.5",26,0,"0.6",7,"0101000020E6100000D3799E89FAE151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:53:26.306+00","2025-06-25 03:53:26.306+00","2025-06-25 03:53:26.306+00"
251,"868018070237402",68,"2025-06-25 03:53:53+00","-16.4102533","-71.5309133",0,0,0,0,"2350.3","267.0",25,0,"0.5",7,"0101000020E6100000BB20C77BFAE151C07A933A5C066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:54:29.431+00","2025-06-25 03:54:29.431+00","2025-06-25 03:54:29.431+00"
252,"868018070237402",68,"2025-06-25 03:54:53+00","-16.4102250","-71.5309083",0,0,0,0,"2349.3","1.2",27,0,"0.4",7,"0101000020E6100000326BCE66FAE151C069006F81046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:55:33.003+00","2025-06-25 03:55:33.003+00","2025-06-25 03:55:33.003+00"
253,"868018070237402",68,"2025-06-25 03:55:53+00","-16.4102416","-71.5309283",0,0,0,0,"2348.5","318.5",27,0,"0.5",7,"0101000020E61000005641B1BAFAE151C06E75EF97056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:56:36.145+00","2025-06-25 03:56:36.145+00","2025-06-25 03:56:36.145+00"
254,"868018070237402",68,"2025-06-25 03:56:53+00","-16.4102483","-71.5308966",0,0,0,0,"2349.8","326.7",26,0,"0.5",7,"0101000020E6100000B0A3BB35FAE151C056BD5708066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:57:39.737+00","2025-06-25 03:57:39.737+00","2025-06-25 03:57:39.737+00"
255,"868018070237402",68,"2025-06-25 03:57:53+00","-16.4102450","-71.5309033",0,0,0,0,"2349.9","223.7",25,0,"0.5",7,"0101000020E6100000AAB5D551FAE151C0F758FAD0056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:58:42.77+00","2025-06-25 03:58:42.77+00","2025-06-25 03:58:42.77+00"
256,"868018070237402",68,"2025-06-25 03:58:53+00","-16.4102783","-71.5308950",0,0,0,0,"2350.1","239.6",26,0,"0.7",7,"0101000020E610000009A7052FFAE151C02CC2A8FF076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 03:59:46.372+00","2025-06-25 03:59:46.372+00","2025-06-25 03:59:46.372+00"
257,"868018070237402",68,"2025-06-25 03:59:53+00","-16.4102666","-71.5309033",0,0,0,0,"2351.9","354.3",26,0,"0.5",7,"0101000020E6100000AAB5D551FAE151C020A45D3B076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:00:49.577+00","2025-06-25 04:00:49.577+00","2025-06-25 04:00:49.577+00"
258,"868018070237402",68,"2025-06-25 04:00:53+00","-16.4102550","-71.5308816",0,0,0,0,"2349.7","208.2",27,0,"0.5",7,"0101000020E61000001583D1F6F9E151C03E05C078066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:00:53.886+00","2025-06-25 04:00:53.886+00","2025-06-25 04:00:53.886+00"
259,"868018070237402",68,"2025-06-25 04:01:53+00","-16.4102566","-71.5308833",0,0,0,0,"2351.4","213.1",27,0,"0.5",7,"0101000020E610000086DFF2FDF9E151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:02:57.299+00","2025-06-25 04:02:57.299+00","2025-06-25 04:02:57.299+00"
260,"868018070237402",68,"2025-06-25 04:02:53+00","-16.4102583","-71.5308866",1,0,0,0,"2350.1","264.1",26,0,"0.6",7,"0101000020E61000009E38CA0BFAE151C09D691DB0066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:02:57.328+00","2025-06-25 04:02:57.328+00","2025-06-25 04:02:57.328+00"
261,"868018070237402",68,"2025-06-25 04:03:53+00","-16.4102700","-71.5308683",0,0,0,0,"2349.4","121.7",25,0,"0.7",7,"0101000020E6100000EBBE08BFF9E151C0A9876874076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:04:00.922+00","2025-06-25 04:04:00.922+00","2025-06-25 04:04:00.922+00"
262,"868018070237402",68,"2025-06-25 04:04:53+00","-16.4102633","-71.5309016",0,0,0,0,"2349.8","310.2",25,0,"0.6",7,"0101000020E61000003959B44AFAE151C0C13F0004076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:05:03.949+00","2025-06-25 04:05:03.949+00","2025-06-25 04:05:03.949+00"
263,"868018070237402",68,"2025-06-25 04:05:53+00","-16.4102633","-71.5308933",0,0,0,0,"2350.9","205.0",24,0,"0.5",7,"0101000020E6100000984AE427FAE151C0C13F0004076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:06:07.559+00","2025-06-25 04:06:07.559+00","2025-06-25 04:06:07.559+00"
264,"868018070237402",68,"2025-06-25 04:06:53+00","-16.4102416","-71.5308633",0,0,0,0,"2353.7","233.7",26,0,"0.5",7,"0101000020E6100000620910AAF9E151C06E75EF97056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:07:10.681+00","2025-06-25 04:07:10.681+00","2025-06-25 04:07:10.681+00"
265,"868018070237402",68,"2025-06-25 04:07:53+00","-16.4102333","-71.5308550",0,0,0,0,"2355.6","81.8",24,0,"0.6",7,"0101000020E6100000C2FA3F87F9E151C0EC3AAF0C056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:08:14.196+00","2025-06-25 04:08:14.196+00","2025-06-25 04:08:14.196+00"
266,"868018070237402",68,"2025-06-25 04:08:53+00","-16.4102483","-71.5308766",0,0,0,0,"2355.7","69.1",25,0,"0.6",7,"0101000020E61000008CCDD8E1F9E151C056BD5708066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:09:18.839+00","2025-06-25 04:09:18.839+00","2025-06-25 04:09:18.839+00"
267,"868018070237402",68,"2025-06-25 04:09:53+00","-16.4102350","-71.5308866",0,0,0,0,"2353.4","103.8",26,0,"0.6",7,"0101000020E61000009E38CA0BFAE151C0B0AC3429056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:10:21.559+00","2025-06-25 04:10:21.559+00","2025-06-25 04:10:21.559+00"
268,"868018070237402",68,"2025-06-25 04:10:53+00","-16.4102333","-71.5309066",0,0,0,0,"2354.1","112.9",26,0,"0.5",7,"0101000020E6100000C10EAD5FFAE151C0EC3AAF0C056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:11:24.759+00","2025-06-25 04:11:24.759+00","2025-06-25 04:11:24.759+00"
269,"868018070237402",68,"2025-06-25 04:11:53+00","-16.4102483","-71.5308966",0,0,0,0,"2352.5","176.5",22,0,"0.6",7,"0101000020E6100000B0A3BB35FAE151C056BD5708066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:12:28.27+00","2025-06-25 04:12:28.271+00","2025-06-25 04:12:28.271+00"
270,"868018070237402",68,"2025-06-25 04:12:53+00","-16.4102266","-71.5308783",0,0,0,0,"2355.5","225.3",23,0,"0.5",7,"0101000020E6100000FD29FAE8F9E151C004F3469C046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:13:31.431+00","2025-06-25 04:13:31.431+00","2025-06-25 04:13:31.431+00"
271,"868018070237402",68,"2025-06-25 04:13:53+00","-16.4102500","-71.5308700",0,0,0,0,"2351.5","158.1",26,0,"0.5",7,"0101000020E61000005C1B2AC6F9E151C01B2FDD24066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 04:14:34.922+00","2025-06-25 04:14:34.923+00","2025-06-25 04:14:34.923+00"
272,"863192057915457",1,"2025-06-25 17:58:11+00","-16.3323700","-71.5803066",0,0,0,0,"2603.0","0.0",11,0,"0.8",8,"0101000020E6100000CA294BBE23E551C0E92B4833165530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:00:18.439+00","2025-06-25 18:00:18.44+00","2025-06-25 18:00:18.44+00"
273,"863192057915457",1,"2025-06-25 17:58:11+00","-16.3323700","-71.5803066",0,0,0,0,"2603.0","0.0",11,0,"0.8",8,"0101000020E6100000CA294BBE23E551C0E92B4833165530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:02:20.254+00","2025-06-25 18:02:20.254+00","2025-06-25 18:02:20.254+00"
274,"863192057915457",1,"2025-06-25 17:58:11+00","-16.3323700","-71.5803066",0,0,0,0,"2603.0","0.0",11,0,"0.8",8,"0101000020E6100000CA294BBE23E551C0E92B4833165530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:03:18.099+00","2025-06-25 18:03:18.101+00","2025-06-25 18:03:18.101+00"
275,"863192057915457",1,"2025-06-25 18:12:12+00","-16.3323650","-71.5803416",0,0,0,0,"2584.8","358.1",20,1,"0.5",7,"0101000020E61000008820185124E551C0C55565DF155530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:46.281+00","2025-06-25 18:12:46.281+00","2025-06-25 18:12:46.281+00"
276,"863192057915457",1,"2025-06-25 18:12:17+00","-16.3323600","-71.5803366",1,0,0,0,"2583.7","3.4",19,0,"0.6",7,"0101000020E6100000FF6A1F3C24E551C0A27F828B155530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:46.311+00","2025-06-25 18:12:46.311+00","2025-06-25 18:12:46.311+00"
277,"863192057915457",1,"2025-06-25 18:12:28+00","-16.3324150","-71.5804850",2,0,0,0,"2566.4","283.5",9,36,"1.8",7,"0101000020E610000063B48EAA26E551C029B34126195530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:46.316+00","2025-06-25 18:12:46.316+00","2025-06-25 18:12:46.316+00"
278,"863192057915457",1,"2025-06-25 18:12:30+00","-16.3323916","-71.5803533",3,0,0,0,"2589.7","299.9",18,1,"0.6",8,"0101000020E61000000BE82A8224E551C01277AB9D175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:46.322+00","2025-06-25 18:12:46.322+00","2025-06-25 18:12:46.322+00"
279,"863192057915457",1,"2025-06-25 18:12:35+00","-16.3323866","-71.5803433",4,0,0,0,"2592.5","308.9",22,0,"0.6",7,"0101000020E6100000F97C395824E551C0EEA0C849175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:46.326+00","2025-06-25 18:12:46.326+00","2025-06-25 18:12:46.326+00"
280,"863192057915457",1,"2025-06-25 18:12:40+00","-16.3323866","-71.5803433",5,0,0,0,"2592.5","308.9",23,0,"0.5",7,"0101000020E6100000F97C395824E551C0EEA0C849175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:46.33+00","2025-06-25 18:12:46.33+00","2025-06-25 18:12:46.33+00"
281,"863192057915457",1,"2025-06-25 18:12:45+00","-16.3323866","-71.5803433",0,0,0,0,"2592.5","308.9",22,0,"0.6",7,"0101000020E6100000F97C395824E551C0EEA0C849175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:47.331+00","2025-06-25 18:12:47.331+00","2025-06-25 18:12:47.331+00"
282,"863192057915457",1,"2025-06-25 18:12:50+00","-16.3323866","-71.5803433",0,0,0,0,"2592.5","308.9",23,0,"0.6",7,"0101000020E6100000F97C395824E551C0EEA0C849175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:51.895+00","2025-06-25 18:12:51.895+00","2025-06-25 18:12:51.895+00"
283,"863192057915457",1,"2025-06-25 18:12:55+00","-16.3323866","-71.5803433",0,0,0,0,"2592.5","308.9",23,0,"0.5",7,"0101000020E6100000F97C395824E551C0EEA0C849175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:12:56.991+00","2025-06-25 18:12:56.991+00","2025-06-25 18:12:56.991+00"
284,"863192057915457",1,"2025-06-25 18:13:00+00","-16.3323866","-71.5803433",0,0,0,0,"2592.5","308.9",23,0,"0.5",7,"0101000020E6100000F97C395824E551C0EEA0C849175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:13:01.971+00","2025-06-25 18:13:01.979+00","2025-06-25 18:13:01.979+00"
285,"863192057915457",1,"2025-06-25 18:13:05+00","-16.3323850","-71.5803433",0,0,0,0,"2592.7","308.9",21,0,"0.6",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:13:07.015+00","2025-06-25 18:13:07.016+00","2025-06-25 18:13:07.016+00"
286,"863192057915457",1,"2025-06-25 18:13:10+00","-16.3323850","-71.5803433",0,0,0,0,"2592.7","308.9",22,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:13:12.077+00","2025-06-25 18:13:12.077+00","2025-06-25 18:13:12.077+00"
287,"863192057915457",1,"2025-06-25 18:13:15+00","-16.3323850","-71.5803433",0,0,0,0,"2592.7","308.9",21,0,"0.6",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:13:16.913+00","2025-06-25 18:13:16.914+00","2025-06-25 18:13:16.914+00"
288,"863192057915457",1,"2025-06-25 18:13:15+00","-16.3323850","-71.5803433",0,0,0,0,"2592.7","308.9",21,0,"0.6",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:13:18.311+00","2025-06-25 18:13:18.311+00","2025-06-25 18:13:18.311+00"
289,"863192057915457",1,"2025-06-25 18:13:15+00","-16.3323850","-71.5803433",0,0,0,0,"2592.7","308.9",21,0,"0.6",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.762+00","2025-06-25 18:15:20.762+00","2025-06-25 18:15:20.762+00"
290,"863192057915457",1,"2025-06-25 18:13:20+00","-16.3323850","-71.5803433",1,0,0,0,"2592.7","308.9",22,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.793+00","2025-06-25 18:15:20.793+00","2025-06-25 18:15:20.793+00"
291,"863192057915457",1,"2025-06-25 18:13:25+00","-16.3323850","-71.5803433",2,0,0,0,"2592.7","308.9",21,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.796+00","2025-06-25 18:15:20.796+00","2025-06-25 18:15:20.796+00"
292,"863192057915457",1,"2025-06-25 18:13:30+00","-16.3323850","-71.5803433",3,0,0,0,"2592.7","308.9",21,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.799+00","2025-06-25 18:15:20.8+00","2025-06-25 18:15:20.8+00"
293,"863192057915457",1,"2025-06-25 18:13:35+00","-16.3323850","-71.5803433",4,0,0,0,"2592.7","308.9",20,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.803+00","2025-06-25 18:15:20.803+00","2025-06-25 18:15:20.803+00"
294,"863192057915457",1,"2025-06-25 18:13:40+00","-16.3323850","-71.5803433",5,0,0,0,"2592.7","308.9",21,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.806+00","2025-06-25 18:15:20.806+00","2025-06-25 18:15:20.806+00"
295,"863192057915457",1,"2025-06-25 18:13:45+00","-16.3323850","-71.5803433",6,0,0,0,"2592.7","308.9",22,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.81+00","2025-06-25 18:15:20.81+00","2025-06-25 18:15:20.81+00"
296,"863192057915457",1,"2025-06-25 18:13:50+00","-16.3323850","-71.5803433",7,0,0,0,"2592.7","308.9",22,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.813+00","2025-06-25 18:15:20.814+00","2025-06-25 18:15:20.814+00"
297,"863192057915457",1,"2025-06-25 18:13:55+00","-16.3323850","-71.5803433",8,0,0,0,"2592.7","308.9",23,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.817+00","2025-06-25 18:15:20.817+00","2025-06-25 18:15:20.817+00"
298,"863192057915457",1,"2025-06-25 18:14:00+00","-16.3323850","-71.5803433",9,0,0,0,"2592.7","308.9",23,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.821+00","2025-06-25 18:15:20.821+00","2025-06-25 18:15:20.821+00"
299,"863192057915457",1,"2025-06-25 18:14:05+00","-16.3323850","-71.5803433",10,0,0,0,"2592.7","308.9",24,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.824+00","2025-06-25 18:15:20.824+00","2025-06-25 18:15:20.824+00"
300,"863192057915457",1,"2025-06-25 18:14:10+00","-16.3323850","-71.5803433",11,0,0,0,"2592.7","308.9",24,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.828+00","2025-06-25 18:15:20.828+00","2025-06-25 18:15:20.828+00"
301,"863192057915457",1,"2025-06-25 18:14:15+00","-16.3323850","-71.5803433",12,0,0,0,"2592.7","308.9",24,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.831+00","2025-06-25 18:15:20.831+00","2025-06-25 18:15:20.831+00"
302,"863192057915457",1,"2025-06-25 18:14:20+00","-16.3323850","-71.5803433",13,0,0,0,"2592.7","308.9",24,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.835+00","2025-06-25 18:15:20.835+00","2025-06-25 18:15:20.835+00"
303,"863192057915457",1,"2025-06-25 18:14:25+00","-16.3323850","-71.5803433",14,0,0,0,"2592.7","308.9",24,0,"0.5",7,"0101000020E6100000F97C395824E551C053AEF02E175530C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 18:15:20.839+00","2025-06-25 18:15:20.839+00","2025-06-25 18:15:20.839+00"
